Smiles,Standard Relation,Standard Value,Standard Units
CC1CCN(C/C=C/c2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@]23CN(CC(F)(F)F)S(=O)(=O)N3)CC1,'=',18.0,nM
CC(=O)N1CCN(C/C=C/c2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@]23CN(CC(F)(F)F)S(=O)(=O)N3)CC1,'=',4.0,nM
O=S1(=O)N[C@@]2(CN1CC(F)(F)F)[C@@H]1CC[C@H]2Cc2ccc(/C=C/CN3CCC(C(F)(F)F)CC3)cc2C1,'=',0.5,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)CC(C)(C)C)s1,'=',64.8,nM
CC(C(=O)NCC(F)(F)F)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.02,nM
C[C@H](OC(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',8.6,nM
CC1(C)CCCNC(=O)C1N(Cc1ccc(C(=O)NC2CC2)cc1)S(=O)(=O)c1ccc(Cl)cc1,'=',390.0,nM
CN1C(=O)[C@@H](NC(=O)C2(C(=O)NCc3cc(F)cc(F)c3)CCCC2)N=C(c2ccccc2)c2ccccc21,'=',96.0,nM
CCCCCCCC/C=C/CCCCCCCC(=O)n1c2ccccc2c2ccc(OCC(=O)O)cc21,'=',13000.0,nM
COC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',24000.0,nM
COC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',10000.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',2000.0,nM
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',600.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(C)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',7000.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(CC(C)C)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',5000.0,nM
COC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',600.0,nM
C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)OCO3)c2ccccc2N(CCO)C1=O,'=',0.9,nM
O=C(OC[C@H]1CCC[C@@H](c2ccc(F)c(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,'=',26.0,nM
COc1cc(Nc2cccc3[nH]c(-c4ccc(F)cc4)nc23)ccc1-n1cnc(C)c1,'=',203.0,nM
COc1cc(/C=C2\CCCN3C2=NOC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',267.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@]3(CO)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',29.0,nM
COc1cc(/C=C2\CCCN3C2=NOC3(CO)c2cncc(F)c2)ccc1-n1cnc(C)c1,'=',106.0,nM
Cc1nsc(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)n1,'=',651.0,nM
COc1cc(-c2nc(Nc3cc(C(F)(F)F)ccc3F)n(C)n2)cc(F)c1-n1cnc(C)c1,'=',58.0,nM
COc1cc(-c2nc(N3CCCC(C(F)(F)F)C3)n(C(C)C)n2)ccc1-n1cnc(C)c1,'=',670.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@]3(CN(C)C(C)=O)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',199.0,nM
c1ccc(C2CCCc3sc(Nc4ccc(-n5cncn5)cc4)nc32)cc1,'=',5548.0,nM
COC(=O)/C=C/C[C@H]1CCC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)C1,'=',210.0,nM
O=C(O)CC[C@H]1CCC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)C1,'=',380.0,nM
O=S(=O)(c1ccc(C(F)(F)F)nc1)N1C2Cc3[nH]ncc3C1CC(c1cccc(F)c1)C2,'=',10.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@@H](c2cc(F)cc(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1,'=',9289.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)c(F)c(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1,'=',55.0,nM
COc1cc(-c2cn(C3CCc4ccccc4N(C)C3=O)nn2)ccc1-n1cnc(C)c1,'=',3080.0,nM
COc1cc(-c2cn(C3CCc4ccccc4N(CC4(C)COC4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',1250.0,nM
COc1cc(-c2cn(C3CC[C@@H]4CCCC[C@H]4N(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',470.0,nM
COc1cc(-c2cn(C3CCc4ccccc4N(C)C3=O)nn2)ccc1-n1cnc(C)c1,'=',430.0,nM
CC(C)C[C@H](C(=O)NO)N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,'=',2600.0,nM
CC(OC(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.002,nM
CC(C(=O)NCCC(F)(F)F)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.024,nM
COc1c(-n2cnc(C)c2)ccc2c(=O)n(CCc3cccc(Cl)c3)ccc12,'=',3400.0,nM
O=S(=O)(NC1C2CCC1Cc1ccccc1C2)c1ccc(Cl)s1,'=',63.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',60.0,nM
CC(C)CNC(=O)C1(C(=O)N[C@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)CCCC1,'=',19.5,nM
CC(C)CC(F)(F)NC(=O)C1(C(=O)N[C@@H]2C(=O)N(C)c3ccccc3-c3ccccc32)CCC1,'=',280.0,nM
CCC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)Nc1ncc([C@H](C)CCCC(C)(C)OC)s1,'=',117.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)CN(C)C)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',570.0,nM
COc1nc(-c2nc(Nc3cccc(C(F)(F)F)c3)n(C)n2)ccc1-n1cnc(C)c1,'=',8.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C,'=',7000.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',30.0,nM
Cc1nnc(-c2ccc(Nc3nc4n(n3)CCCC4c3ccc(F)cc3)cc2)o1,'=',1258.93,nM
COC(=O)[C@H](NC(=O)[C@@H](C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',3000.0,nM
O=C(OC[C@H]1CCC[C@@H](c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,'=',38.0,nM
C[C@@H]1CCC[C@H](COC(=O)NCCCn2ccnc2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',570.0,nM
CCCCCCCCn1c2ccccc2c2ccc(OCCP(=O)(OCC)OCC)cc21,'=',12900.0,nM
COc1cc(-c2cn(Cc3cccc(-n4cccn4)c3)nn2)ccc1-n1cnc(C)c1,'=',1410.0,nM
COc1cc(-c2cn(Cc3ccc(-c4noc(C)n4)cc3)nn2)ccc1-n1cnc(C)c1,'=',5460.0,nM
COc1cc(-c2cn(Cc3ccc(-c4noc(-c5ccncc5)n4)cc3)nn2)ccc1-n1cnc(C)c1,'=',7600.0,nM
COc1cc(-c2cn(Cc3csc4ccccc34)nn2)ccc1-n1cnc(C)c1,'=',270.0,nM
COCCCN1C(/C=C/c2ccc(-n3cnc(C)c3)c(OC)c2)=NOC1(C)c1ccc(F)cc1,'=',2000.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(OC(F)(F)F)cc24)C3=O)cn1,'=',5.1,nM
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,'=',5.0,nM
O=S(=O)(NC[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C1CC1,'=',6.8,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',26.0,nM
O=C1C=CC(F)(F)C2=C1[C@]1(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CCC[C@@H](CNS(=O)(=O)C(F)(F)F)[C@@H]1CO2,'=',78.0,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(C#N)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',21.0,nM
Br.Cc1cc(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)nc(C)n1,'=',483.0,nM
c1ccc(C2CCCc3sc(Nc4ccc(-c5ccncc5)cc4)nc32)cc1,'=',319.0,nM
COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1-c1cnc(C)s1,'=',252.0,nM
COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1-n1cnc(C)c1,'=',44.0,nM
CC(c1ccc(C(=O)c2ccc(COC(=O)NCCCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)cc2)cc1OCCCN1CCCC1)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',6.1,nM
CO[C@@H]1C(=O)C=CC[C@H]1OCc1ccccc1,'=',33900.0,nM
CO[C@@H]1CC=CC(=O)[C@H]1OCc1ccccc1,'=',10200.0,nM
CC1(C)C[C@H](CN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c2ccc(Cl)cc2)O1,'=',72.4,nM
C#CCCCCNC(=O)[C@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(C(=O)c2ccccc2)cc1,'=',180.0,nM
C[C@H](C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',8.7,nM
O=C1NCCCC1N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,'=',14000.0,nM
CP1(=O)OCC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,'=',5.4,nM
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC1(F)F,'=',30.0,nM
O=C(OC[C@H]1CCC[C@@H](c2cc(F)ccc2F)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',10.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCC[C@H]3Oc2cccc(Cl)c2)ncn1,'=',9.9,nM
CCCS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',11.0,nM
COc1ccc(S(=O)(=O)[C@@]23CCO[C@@H](CCS(C)(=O)=O)[C@@H]2COc2c(F)ccc(F)c23)cc1,'=',360.0,nM
CS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',49.0,nM
COc1cc(Nc2cccc3c2nc(C)n3C)ccc1-n1cnc(C)c1,'=',1660.0,nM
COc1cc(Nc2cccn3cc(-c4ccccc4)nc23)ccc1-n1cnc(C)c1,'=',339.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CCOc2ccc(Cl)cc2C(F)(F)F)C3=O)cn1,'=',101.0,nM
CC[C@@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)OC(C)(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)[C@H](C)CC)C(C)C)C(C)C)[C@H](C)OCc1ccccc1,'=',12.0,nM
COc1cc(Nc2nccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,'=',17.0,nM
COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-c1nnc(C)o1,'=',270.0,nM
O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC(CO)(CO)[C@@H]1COc1c(F)ccc(F)c12,'=',250.7,nM
O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC3(CCSCC3)[C@@H]1COc1c(F)ccc(F)c12,'=',26.4,nM
CP1(=O)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,'=',9.5,nM
COc1cc(-c2cn(C3(C)CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',580.0,nM
COc1cc(-c2cn(C3CCc4cc(F)ccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',190.0,nM
COc1cc(-c2cn(C3CCc4ccccc4N(CC4CC4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',3980.0,nM
COC(=O)C1(C(=O)N2CCC(c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,'=',50.0,nM
COc1cc(Nc2cccn3cc(-c4cccnc4)nc23)ccc1-n1cnc(C)c1,'=',1216.0,nM
COc1cc(-c2cn(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nn2)ccc1-n1cnc(C)c1,'=',220.0,nM
CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(C(F)(F)F)ccc21,'=',17.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)c5cccnc5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',14000.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)NCCN)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',3000.0,nM
O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,'=',15.0,nM
Cc1cn(C23CC(Nc4nc5n(n4)CCCC[C@H]5c4cccc(Cl)c4)(C2)C3)cn1,'=',16.0,nM
N#CCCCN([C@H](CCC(F)(F)F)C(N)=O)S(=O)(=O)c1ccc(Cl)cc1,'=',87.1,nM
COc1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)ccc1OCCN(C)C,'=',11500.0,nM
COc1cc(-c2nc(C(=O)Nc3cccc(C(F)(F)F)c3)n(C)n2)ccc1-n1cnc(C)c1,'=',6170.0,nM
COc1cc(-c2cn(CC(=O)N(C3CCCCC3)C3CCCCC3)nn2)ccc1-n1cnc(C)c1,'=',200.0,nM
COc1cc(-c2cn(C3C(=O)NC4CCC3C4)nn2)ccc1-n1cnc(C)c1,'=',9870.0,nM
COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(CC(C)(C)C)C3=O)nn2)ccc1-n1cnc(C)c1,'=',840.0,nM
COC[C@]1(c2ccc(F)cc2)ON=C2/C(=C/c3ccc(-n4cnc(C)c4)c(OC)c3)CCCN21,'=',122.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CC2(c4ccc(Cl)cc4)CC2)C3=O)cn1,'=',410.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)Cc5ccccn5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',7200.0,nM
COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccnc1C,'=',310.0,nM
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',650.0,nM
COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-c1cnn(C)c1,'=',26.0,nM
Cc1cn(-c2ccc(-c3cn(C4CCc5c(F)cccc5C(CC(F)(F)F)C4=O)nn3)cc2OC(F)(F)F)cn1,'=',1310.0,nM
COc1cc(-n2cnc(C)c2)c(F)cc1-c1cn(C2CCc3c(F)cccc3N(CC(F)(F)F)C2=O)nn1,'=',3090.0,nM
CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',4.3,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)CNCc2ccccc2)cn1,'=',3.1,nM
CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CN2CCCCC2)cn1,'=',3.3,nM
CCC[C@H](NC1CCc2ccccc2C1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',85.7,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)CC(=O)OC)cn1,'=',1.2,nM
CCCCCC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',25118.86,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(C(F)(F)F)cc3)nn2)ccc1-n1cnc(C)c1,'=',50.12,nM
COc1cc(-c2ccc(NC(=O)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1,'=',19952.62,nM
COc1cc(-c2nnc(N[C@@H](C)c3ccc(F)cc3)c(C)c2C)ccc1-n1cnc(C)c1,'=',1258.93,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)C2=C(O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',2700.0,nM
CC(=O)O[C@@H]([C@@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](OC(=O)c5ccccn5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,'=',520.0,nM
N#CCc1ccc(Nc2nc3n(n2)CCCC3c2ccc(F)cc2)cc1,'=',1584.89,nM
Cc1cn(-c2ccc3n(c2=O)CCN(Cc2cccc4ccc(Cl)cc24)C3=O)cn1,'=',42.0,nM
CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccsc2)C(=O)N1C,'=',14.0,nM
CCC[C@H](NC1COc2ccccc2C1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',155.0,nM
CCC[C@H](NC1CCc2cc(Cl)ccc2C1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',12.4,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',1.8,nM
COc1cc(/C=C2\N=C(NC3CC3)N([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',287.0,nM
CC(C)(C)CCC(CCC(F)(F)F)N1CCC(F)(F)[C@H](CC(=O)O)[C@H]1c1ccc(C(F)(F)F)cc1,'=',600.0,nM
COc1cc(-c2ccc(NCc3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1,'=',316.23,nM
CN1C[C@@H]2C[C@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC[C@@H]2NS1(=O)=O,'=',0.9,nM
CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CN2CCOCC2)cn1,'=',6.9,nM
CNC1CCCc2c(-c3ccc(-n4cnc(C)c4)c(OC)c3)noc21,'=',120.0,nM
COc1cc(-c2noc3c2CCCC3NC2CCCCC2)ccc1-n1cnc(C)c1,'=',310.0,nM
CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)Cc1cc(F)cc(F)c1,'=',32.0,nM
CON(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,'=',130.0,nM
CCOC1Cc2c(cnn2CC)CC1Nc1nc2c(-c3cc(F)c(F)c(F)c3C)cccn2n1,'=',21700.0,nM
O=S(=O)(N[C@@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,'=',15.0,nM
O=S(=O)(c1ccc(C(F)(F)F)nc1)N1[C@@H](C2CC2)c2cn[nH]c2C(F)(F)[C@@H]1C1CC1,'=',34.0,nM
CCC[C@H](NC1CCc2cccc(Cl)c2C1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',46.8,nM
CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,'=',1.2,nM
CC[C@@H](C)[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',2.5,nM
CC(c1ccccc1OCCCN1CCCCC1)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',2100.0,nM
CCOC(=O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)C(C)C,'=',5000.0,nM
CN1CCN(C/C=C/c2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@]23CN(CC(F)(F)F)S(=O)(=O)N3)CC1=O,'=',21.0,nM
CCN(CC)CCCOc1ccccc1C(C)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',1000.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2Cc3[nH]ncc3C1CC(c1ccc(-n3ccnc3)cc1)C2,'=',29717.0,nM
Cc1cnc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)nc2)o1,'=',94.0,nM
C[C@H](CCCn1ccnn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',0.9,nM
C[C@H](CCCN1CCc2ccccc2C1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',84.0,nM
C[C@H](CCCNC1CCCO1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',29.0,nM
C[C@H](CCCNC(=O)[C@H](O)c1ccccc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',1.6,nM
Cc1ccc(S(=O)(=O)n2c3ccc(Cl)cc3c3ccc(C(C)C(=O)OCc4ccccc4)cc32)cc1,'=',20000.0,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)cn2)ccc1-n1cnc(C)c1,'=',10000.0,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-c1ccnc(C)c1,'=',6309.57,nM
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@H](c3ccccc3Cl)O[C@@H](C)C4)cc12,'=',66.0,nM
COc1cc(/C=C/c2nc3ccccc3[nH]2)ccc1-n1cnc(C)c1,'=',840.0,nM
COc1cc(/C=C/c2nc(NCc3ccccc3)c3c4c(sc3n2)CCC4)ccc1-n1cnc(C)c1,'=',1860.0,nM
C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCCC3=O)c2ccccc2N(C)C1=O,'=',2.2,nM
CC[C@@H]1C[C@H](OC)C[C@H](COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',783.0,nM
C[C@H](NC(=O)[C@H](O)c1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)N=Cc2ccccc21,'=',10.0,nM
C[C@H](NC(=O)Cc1ccc2ccccc2c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',269.0,nM
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@H](c3ccccc3C(F)(F)F)OCC4)cc12,'=',18.0,nM
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@H](c3c(F)cccc3C(F)(F)F)OCC4)cc12,'=',36.0,nM
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)C(c3ccccc3Cl)CC(O)(CO)C4)cc12,'=',39.0,nM
C[C@H](NC(=O)[C@@H](O)c1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',0.2,nM
O=C(OC[C@H]1CCC[C@@H](c2ccccc2F)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',8.0,nM
CCCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',10.0,nM
C[C@H](COC(=O)NCCCn1ccnc1)N(c1cc(Cl)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',0.66,nM
C[C@H](COC(=O)NCCn1ccnc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',0.93,nM
